"gvkey","tic","conm","prccq"
17628,"EMES","EMERGE ENERGY SERVICES LP",9.01
17639,"AMH","AMERICAN HOMES 4 RENT",22.57
17641,"BKSC","BANK SOUTH CAROLINA CORP",20.2547
17653,"ADMA","ADMA BIOLOGICS INC",3.7
17659,"CCFN","CCFNB BANCORP INC",48
17687,"HMTV","HEMISPHERE MEDIA GROUP INC",11.85
17695,"DATA","TABLEAU SOFTWARE INC",61.27
17700,"CBTC","CBT FINANCIAL CORP",37.1
17715,"CVLY","CODORUS VALLEY BANCORP",28.4
17720,"IVREF","INOVALIS REAL ESTATE INVT TR",10.1
17724,"CNOB","CONNECTONE BANCORP INC",22.55
17769,"HASI","HANNON ARMSTRONG SUST INFR",22.87
17795,"CNAF","COMMERCIAL NATL FINL CP/PA",20.37
17807,"LITB","LIGHTINTHEBOX HLDG  -ADR",2.9
17808,"EPZM","EPIZYME INC",15.1
17811,"ECOM","CHANNELADVISOR CORP",11.55
17812,"HDS","HD SUPPLY HOLDINGS INC",40.3
17815,"BYBK","BAY BANCORP INC",7.6
17828,"DDAIF","DAIMLER AG",72.51
17866,"EARN","ELLINGTON RESIDENTIAL MTG",14.66
17873,"MR.UN","MELCOR REAL ESTATE INVT TR",8.86
17875,"NCBS","NICOLET BANKSHARES INC",54.71
17877,"CHMG","CHEMUNG FINANCIAL CORP",40.88
17878,"NRZ","NEW RESIDENTIAL INV CP",15.56
17890,"IKNX","IKONICS CORP",8.9792
17896,"HCAP","HARVEST CAPITAL CREDIT CORP",13.11
17897,"QIWI","QIWI PLC",24.68
17912,"SFR","STARWOOD WAYPOINT HOMES",34.31
17928,"IQV","IQVIA HOLDINGS INC",89.5
17931,"PTLA","PORTOLA PHARMACEUTICALS INC",56.17
17933,"PSXP","PHILLIPS 66 PARTNERS LP",49.42
17934,"SFM","SPROUTS FARMERS MARKET",22.67
17947,"GFI","GOLD FIELDS LTD",3.48
17956,"FI","FRANK'S INTL NV",8.29
17987,"ESBK","ELMIRA SVGS BANK ELMIRA/NY",20.3
17997,"CSTM","CONSTELLIUM NV",6.9
17998,"BLUE","BLUEBIRD BIO INC",105.05
18003,"PGEM","PLY GEM HOLDINGS INC",17.95
18004,"CCS","CENTURY COMMUNITIES INC",24.8
18008,"ENBP","ENB FINANCIAL CORP",34.2
18009,"NSTG","NANOSTRING TECHNOLOGIES INC",16.54
18033,"DRUNF","DREAM UNLIMITED CORP",7.36
18035,"EXSR","EXCHANGE BK SANTA ROSA CALIF",147
18036,"COMM","COMMSCOPE HOLDING CO INC",38.03
18037,"CZNC","CITIZENS & NORTHERN CORP",23.26
18040,"FRBK","REPUBLIC FIRST BANCORP INC",9.25
18043,"NWSA","NEWS CORP",13.7
18047,"NDLS","NOODLES & CO",3.9
18049,"FNB","F N B CORP/FL",14.16
18050,"LXFT","LUXOFT HOLDING INC",60.85
18071,"REXR","REXFORD INDUS REALTY",27.44
18073,"CHMI","CHERRY HILL MTG INVST",18.47
18086,"MNK","MALLINCKRODT PLC",44.81
18094,"FMBL","FARMERS & MERCHANTS BANK/CA",7650
18110,"FFKT","FARMERS CAPITAL BANK CORP",38.55
18145,"DOC","PHYSICIANS REALTY TR",20.14
18159,"AGIO","AGIOS PHARMACEUTICALS",51.45
18162,"ESPR","ESPERION THERAPEUTICS INC",46.28
18171,"NWHM","NEW HOME COMPANY INC",11.47
18173,"EVOK","EVOKE PHARMA INC",2.5586
18182,"FDBC","FIDELITY D & D BANCORP INC",44.25
18184,"NGHC","NATIONAL GENERAL HOLDINGS CP",21.1
18195,"FBAK","FIRST NATIONAL BANK ALASKA",1750
18204,"ANIP","ANI PHARMACEUTICALS INC",46.8
18241,"FCF","FIRST COMMONWLTH FINL CP/PA",12.68
18247,"FNBG","FNB BANCORP CALIF",27.46
18253,"ERM.","ECLIPSE RES MTG INVESTMENT",10.18
18261,"ORM","OWENS REALTY MORTGAGE INC",16.96
18264,"FVCB","FVCBANKCORP INC",19.7
18275,"CSHX","CASHMERE VALLEY BANK",53.35
18289,"ASC","ARDMORE SHIPPING CORP",8.15
18291,"CTRL","CONTROL4 CORP",19.61
18293,"NYLD.A","NRG YIELD INC",17.06
18296,"PPRQF","CHOICE PRP REAL ESTATE INV",13.84
18301,"3FKYS","FIRST KEYSTONE CORP",27
18306,"SC","SANTANDER CONSUMER USA HLDGS",12.76
18307,"FLIC","FIRST LONG ISLAND CORP",28.6
18314,"IRMTF","INFORMATION SERVICES CORP",17.7
18320,"FOXF","FOX FACTORY HOLDING CP",35.6
18321,"CINR","CINER RESOURCES LP",27.4
18323,"OCSI","OAKTREE STRATEGIC INCOME CP",8.15
18326,"CACQ","CAESARS ACQUISITION CO",19.05
18329,"BUSE","FIRST BUSEY CORP",29.32
18339,"MYCC","CLUBCORP HOLDINGS INC",13.1
18358,"FUNC","FIRST UNITED CORP",14.9
18370,"BGI.UN","BROOKFIELD GLBL INFRASTR SEC",7.19
18383,"BRX","BRIXMOR PROPERTY GROUP INC",17.88
18385,"FRAF","FRANKLIN FINANCIAL SVCS CORP",32
18392,"CARO","CAROLINA FINANCIAL CORP",32.32
18424,"LPCN","LIPOCINE INC",4.02
18430,"FPRX","FIVE PRIME THERAPEUTICS INC",30.11
18434,"ALRS","ALERUS FINANCIAL CORP",19.18
18465,"AR","ANTERO RESOURCES CORP",21.61
18466,"FUJHY","SUBARU CORP",16.848
18467,"FJTSY","FUJITSU LTD",36.837
18468,"PAGP","PLAINS GP HOLDINGS LP",26.16
18469,"FMI","FOUNDATION MEDICINE INC",39.75
18487,"FEYE","FIREEYE INC",15.21
18494,"IRT","INDEPENDENCE REALTY TRUST",9.87
18498,"MUSA","MURPHY USA INC",74.11
18509,"IPWR","IDEAL POWER INC",2.1
18533,"HBNC","HORIZON BANCORP/IN",26.35
18549,"CLRO","CLEARONE INC",9.425
18556,"CHGG","CHEGG INC",12.29
18561,"BNFT","BENEFITFOCUS INC",36.35
18564,"AAOI","APPLIED OPTOELECTRONICS INC",61.79
18572,"OPHT","OPHTHOTECH CORP",2.56
18573,"QTS","QTS REALTY TRUST INC",52.33
18578,"RMAX","RE/MAX HOLDINGS INC",56.05
18582,"GFELF","GOODFELLOW INC",7.4
18609,"ENZY","ENZYMOTEC LTD",8.1
18624,"PINC","PREMIER INC",36
18626,"GLOB","GLOBANT SA",43.44
18629,"LGIH","LGI HOMES INC",40.18
18630,"RNG","RINGCENTRAL INC",36.55
18635,"FGL","FIDELITY & GUARANTY LIFE",31.05
18636,"DEO","DIAGEO PLC",119.83
18654,"HDNG","HARDINGE INC",12.42
18658,"MGNX","MACROGENICS INC",17.51
18660,"EPE","EP ENERGY CORP",3.66
18675,"BURL","BURLINGTON STORES INC",98.92
18677,"PEGI","PATTERN ENERGY GROUP INC",23.84
18683,"SAIC","SCIENCE APPLICATIONS INTL CP",72.99
18695,"CBFV","CB FINANCIAL SERVICES INC",25.95
18699,"PTC","PTC INC",55.12
18700,"CTRRF","CT REAL ESTATE INVESTMENT TR",14.38
18724,"KEWL","KEWEENAW LAND ASSN LTD",105
18729,"KNBWY","KIRIN HOLDINGS CO LTD",20.372
18732,"LKFN","LAKELAND FINANCIAL CORP",45.88
18745,"ESNT","ESSENT GROUP LTD",37.14
18749,"AERI","AERIE PHARMACEUTICALS INC",52.55
18750,"CRTO","CRITEO SA",49.05
18779,"CPTA","CAPITALA FINANCE CORP",13.01
18783,"DE.","DECISIVE DIVIDEND CORP",4.22
18792,"GLPI","GAMING & LEISURE PPTYS",37.67
18838,"CUDA","BARRACUDA NETWORKS INC",21.92
18839,"PBPB","POTBELLY CORP",11.5
18850,"ESBA","EMPIRE STATE REALTY OP LP",20.77
18854,"IOFB","IOWA FIRST BANCSHARES CORP",41.25
18866,"ARCX","ARC LOGISTICS PARTNERS LP",15.19
18868,"OCIP","OCI PARTNERS LP",8.85
18878,"GLYC","GLYCOMIMETICS INC",11.16
18894,"BCRH","BLUE CAP REINSURANCE",18.3
18926,"DLNG","DYNAGAS LNG PARTNERS LP",15.29
18930,"KPTI","KARYOPHARM THERAPEUTICS INC",9.05
18946,"MFBP","M&F BANCORP INC",5.98
18952,"DTLA.P","BROOKFLD DTLA OFFICE TR INV",25.5
18982,"EGLT","EGALET CORP",2.37
18983,"OXFD","OXFORD IMMUNOTEC GLOBAL PLC",16.82
19000,"MMI","MARCUS & MILLICHAP INC",26.36
19021,"PKIN","PEKIN LIFE INSURANCE CO",12.59
19023,"NACB","NATIONAL CAPITAL BANK/WA",185
19025,"REPH","RECRO PHARMA INC",7.03
19033,"MOXC","MOXIAN INC",3.19
19057,"MBTF","MBT FINANCIAL CORP",9.7
19084,"AHP","ASHFORD HOSPITALITY PRME INC",10.29
19092,"MYBF","MUNCY BANK FINANCIAL INC",35.5
19094,"NBTB","N B T BANCORP INC",36.95
19107,"BANX","STONECASTLE FINANCIAL CORP",20.4
19113,"NSANY","NISSAN MOTOR CO LTD",19.9
19116,"RXDX","IGNYTA INC",10.35
19124,"NASB","NASB FINANCIAL INC",36.25
19129,"HNRG","HALLADOR ENERGY CO",7.77
19137,"OVBC","OHIO VALLEY BANC CORP",36.05
19143,"KIN","KINDRED BIOSCIENCES INC",8.6
19149,"RARE","ULTRAGENYX PHARMACEUTICAL",62.11
19150,"OSBC","OLD SECOND BANCORP INC/IL",11.55
19154,"CARA","CARA THERAPEUTICS INC",15.39
19159,"PWOD","PENNS WOODS BANCORP INC",41.18
19171,"RSPP","RSP PERMIAN INC",32.27
19172,"AMRK","A-MARK PRECIOUS METALS INC",16.3867
19184,"CELP","CYPRESS ENERGY PARTNERS LP",7.47
19209,"NTIC","NORTHERN TECH INTL",17
19262,"CTBI","COMMUNITY TRUST BANCORP INC",43.75
19267,"DRTTF","DIRTT ENVIRONMENTL SOLUTIONS",6.85
19273,"ENBL","ENABLE MIDSTREAM PARTNERS LP",15.94
19274,"INGN","INOGEN INC",95.42
19275,"BRG","BLUEROCK RESIDENTIAL GROWTH",12.89
19295,"ATHM","AUTOHOME INC  -ADR",45.36
19296,"CQH","CHENIERE ENERGY PTNRS LP LLC",26.88
19305,"PLPC","PREFORMED LINE PRODUCTS CO",46.42
19318,"PRK","PARK NATIONAL CORP",103.72
19349,"SIEGY","SIEMENS AG",68.633
19352,"CRCM","CARE.COM INC",15.1
19355,"SFNC","SIMMONS FIRST NATL CP  -CL A",52.9
19359,"CRLFF","CARDINAL ENERGY LTD",4.82
19377,"RICE","RICE ENERGY INC",26.63
19391,"MBUU","MALIBU BOATS INC",25.87
19392,"ACZ.UN","AMERICAN CORE SECTORS DIV FD",11.13
19393,"NGI.UN","NDX GROWTH & INCOME FUND",8.02
19398,"DENN","DENNYS CORP",11.77
19402,"GIII","G-III APPAREL GROUP LTD",23.7
19412,"ITCI","INTRA-CELLULAR THERAPIES INC",12.42
19425,"GNCA","GENOCEA BIOSCIENCES INC",5.22
19428,"GSBC","GREAT SOUTHERN BANCORP",53.5
19431,"PPIH","PERMA-PIPE INTERNATIONAL HOL",8.0294
19433,"PHX","PANHANDLE OIL & GAS INC",23.1
19440,"LADR","LADDER CAPITAL CORP",13.41
19442,"CBPX","CONTINENTAL BUILDING PRODS",23.3
19470,"DRNA","DICERNA PHARMACEUTICALS INC",3.17
19471,"RVNC","REVANCE THERAPEUTICS INC",26.4
19484,"FTAI","FORTRESS TRANS INFRASTR INVS",15.94
19507,"OUT","OUTFRONT MEDIA INC",23.12
19511,"FLXN","FLEXION THERAPEUTICS INC",20.22
19516,"IBP","INSTALLED BLDG PRODUCTS INC",52.95
19517,"OGS","ONE GAS INC",69.81
19518,"KN","KNOWLES CORP",16.92
19525,"AGFS","AGROFRESH SOLUTIONS INC",7.18
19526,"FPI","FARMLAND PARTNERS INC",8.94
19528,"PIH","1347 PROPERTY INS HLDGS INC",7.975
19529,"CWAY","COASTWAY BANCORP INC",20.5
19534,"CNCE","CONCERT PHARMACEUTICLS INC",13.95
19545,"ACSF","AMERICAN CAPITAL SR FLTG LTD",12.85
19565,"RIO","RIO TINTO GROUP (GBR)",42.31
19574,"NEWM","NEW MEDIA INVESTMENT GROUP",13.48
19581,"LE","LANDS' END INC",23.6
19582,"CTRE","CARETRUST REIT INC",18.54
19605,"RAND","RAND CAPITAL CORP",2.79
19635,"EGDW","EDGEWATER BANCORP INC",18.1
19640,"NBZZF","CONA RESOURCES LTD",3.23
19647,"LC","LENDINGCLUB CORP",5.51
19649,"SABR","SABRE CORP",21.77
19712,"OXBR","OXBRIDGE RE HOLDINGS LTD",5.6525
19717,"AQXP","AQUINOX PHARMACEUTICALS INC",14.07
19718,"AKAO","ACHAOGEN INC",21.73
19719,"RESN","RESONANT INC",4.43
19730,"PCTY","PAYLOCITY HOLDING CORP",45.18
19744,"JD","JD.COM INC  -ADR",39.22
19747,"QUOT","QUOTIENT TECHNOLOGY INC",11.5
19752,"CMFN","CM FINANCE INC",10
19753,"RUBI","RUBICON PROJECT INC",5.14
19770,"AM","ANTERO MIDSTREAM PARTNERS LP",33.18
19771,"GLMD","GALMED PHARMACEUTICALS LTD",6.201
19773,"CSLT","CASTLIGHT HEALTH INC",4.15
19784,"EGRX","EAGLE PHARMACEUTICALS INC",78.89
19788,"INGGF","INTERTAIN GROUP LTD",11.4
19800,"LQ","LA QUINTA HOLDINGS INC",14.77
19815,"FCBP","FIRST CHOICE BANCORP",22.7
19824,"AU","ANGLOGOLD ASHANTI LTD",9.72
19843,"SFS","SMART & FINAL STORES INC",9.1
19849,"ATEN","A10 NETWORKS INC",8.44
19851,"CIO","CITY OFFICE REIT INC",12.7
19859,"AKBA","AKEBIA THERAPEUTICS INC",14.37
19877,"QTWO","Q2 HOLDINGS INC",36.95
19898,"HIVE","AEROHIVE NETWORKS INC",5
19901,"KHTRF","KNIGHT THERAPEUTICS INC",10.29
19906,"GRUB","GRUBHUB INC",43.6
19908,"FIVN","FIVE9 INC",21.52
19909,"KANG","IKANG HEALTHCARE GROUP -ADR",12.27
19912,"CORI","CORIUM INTERNATIONAL INC",7.46
19927,"MC","MOELIS & CO",38.85
19935,"ENLC","ENLINK MIDSTREAM LLC",17.6
19965,"POPE","POPE RESOURCES/DE  -LP",74.05
19966,"CMCT","CIM COMMERICAL TRUST",15.9
19967,"AGTC","APPLIED GENETIC TECHNOLOGIES",5.1
19976,"AMZKF","AUTOMODULAR CORP",2.45
19987,"AEGXF","AECON GROUP INC",16.14
19988,"MDWD","MEDIWOUND LTD",6.8
19989,"AMBR","AMBER ROAD INC",8.57
20003,"KTWO","K2M GROUP HOLDINGS INC",24.36
20007,"DPMLF","DUNDEE PRECIOUS METLS  -CL A",2.42
20010,"AGRX","AGILE THERAPEUTICS INC",3.75
20018,"ALDX","ALDEYRA THERAPEUTICS INC",4.65
20019,"CVBF","CVB FINANCIAL CORP",22.43
20029,"CSWC","CAPITAL SOUTHWEST CORP",16.08
20033,"ALDR","ALDER BIOPHARMACEUTICALS INC",11.45
20042,"ADMS","ADAMAS PHARMACEUTICALS INC",17.49
20043,"LENS","PRESBIA PLC",2.28
20044,"BGSF","BG STAFFING INC",17.38
20059,"FREVS","FIRST REAL ESTATE INV TR NJ",19
20067,"IHG","INTERCONTINENTAL HOTELS GRP",55.53
20088,"BOX","BOX INC",17.24
20089,"SERV","SERVICEMASTER GLOBAL HLDGS",39.19
20105,"FSIC","FS INVESTMENT CORP",9.15
20109,"CCBG","CAPITAL CITY BK GROUP INC",20.42
20115,"PAHC","PHIBRO ANIMAL HEALTH CORP",37.05
20116,"PAYC","PAYCOM SOFTWARE INC",68.41
20128,"CMCM","CHEETAH MOBILE INC  -ADR",10.78
20129,"MTLS","MATERIALISE NV  -ADR",11.87
20130,"AY","ATLANTICA YIELD PLC",21.36
20135,"QTNT","QUOTIENT LTD",7.36
20149,"CNGO","CENGAGE LEARNING HLDGS II",8.75
20179,"GLOP","GASLOG PARTNERS LP",22.65
20185,"SMG","SCOTTS MIRACLE-GRO CO",89.46
20196,"LUXTY","LUXOTTICA GROUP SPA",58.28
20204,"ICON","ICONIX BRAND GROUP INC",6.91
20214,"ERF","ENERPLUS CORP",10.52
20225,"NERV","MINERVA NEUROSCIENCES INC",8.85
20228,"CTLT","CATALENT INC",35.1
20232,"KEYS","KEYSIGHT TECHNOLOGIES INC",37.43
20235,"DNOW","NOW INC",16.08
20253,"BMPAF","BRAMPTON BRICK LTD  -CL A",9.15
20277,"OPB","OPUS BANK",24.2
20280,"NYRT","NEW YORK REIT INC",8.64
20285,"CBWBF","CANADIAN WESTERN BANK",26.83
20298,"PE","PARSLEY ENERGY INC",27.75
20299,"LOB","LIVE OAK BANCSHARES INC",24.2
20315,"CGECF","COGECO INC  -SUB VTG",67.08
20323,"BNEFF","BONTERRA ENERGY CORP",16.74
20330,"MOBL","MOBILEIRON INC",6.05
20331,"JMEI","JUMEI INTL HOLDING LTD  -ADR",2.13
20338,"COT","COTT CORP QUE",14.44
20340,"CCAOF","CALLIDUS CAPITAL CORP",14.18
20392,"EXCOF","EXCO TECHNOLOGIES LTD",10.68
20407,"FRSH","PAPA MURPHY'S HOLDINGS INC",4.37
20412,"ARES","ARES MANAGEMENT LP",18
20416,"ECVTF","ECONOMIC INVESTMENT TR LTD",118
20420,"OEC","ORION ENGINEERED CARBONS SA",19.95
20422,"HRTG","HERITAGE INSURANCE HOLDINGS",13.02
20423,"CZR","CAESARS ENTERTAINMENT CORP",12
20430,"SLM","SLM CORP",11.5
20441,"GWGH","GWG HOLDINGS INC",10.58
20475,"GCAAF","GUARDIAN CAP GRP LTD  -CL A",26.15
20483,"FTGFF","FIRAN TECHNOLOGY GROUP CORP",4.34
20487,"HMCBF","HOME CAPITAL GROUP INC -CL B",16.99
20496,"ATTO","ATENTO SA",11.15
20500,"IPMLF","IMPERIAL METALS CORP",4.77
20502,"RYAM","RAYONIER ADVANCED MATERIALS",15.72
20517,"LMB","LIMBACH HOLDINGS INC",11.99
20525,"ABSSF","AIRBOSS OF AMERICA CORP",13.1
20530,"BABA","ALIBABA GROUP HLDG",140.9
20539,"PBFX","PBF LOGISTICS LP",19.5
20548,"COG","CABOT OIL & GAS CORP",25.08
20550,"ABDC","ALCENTRA CAPITAL CORP",13.59
20554,"NAOV","NANOVIBRONIX INC",5.9
20561,"LIMAF","LINAMAR CORP",63.92
20565,"LTKBF","LOGISTEC CORP",34.8
20570,"MDCA","MDC PARTNERS INC",9.9
20600,"NG","NOVAGOLD RESOURCES LTD",3.93
20619,"NXEO","NEXEO SOLUTIONS INC",8.3
20628,"ISTR","INVESTAR HOLDING CORP",22.9
20643,"KITE","KITE PHARMA INC",103.67
20644,"GPRO","GOPRO INC",8.13
20645,"ARDX","ARDELYX INC",5.1
20649,"SNDX","SYNDAX PHARMACEUTICALS INC",13.97
20655,"NEP","NEXTERA ENERGY PARTNERS LP",36.99
20659,"AMPH","AMPHASTAR PHARMACEUTICLS INC",17.86
20670,"PAAS","PAN AMERICAN SILVER CORP",16.82
20676,"PRMRF","PARAMOUNT RESOURCES LTD",19.09
20677,"FFWM","FIRST FOUNDATION INC",16.43
20689,"PFBOF","PFB CORP",8.85
20692,"KE","KIMBALL ELECTRONICS INC",18.05
20695,"PDS","PRECISION DRILLING CORP",4.43
20696,"DOOR","MASONITE INTERNATIONAL CORP",75.5
20699,"LTRPA","LIBERTY TRIPADVISOR HOLDINGS",11.6
20710,"PREKF","PRAIRIESKY ROYALTY LTD",29.53
20721,"RIC","RICHMONT MINES INC",10.1
20727,"CVTGF","CLAIRVEST GROUP INC",34.37
20748,"ANET","ARISTA NETWORKS INC",149.79
20779,"CSCO","CISCO SYSTEMS INC",34.07
20791,"BXMT","BLACKSTONE MORTGAGE TR INC",31.6
20798,"PFNX","PFENEX INC",4.01
20823,"HQY","HEALTHEQUITY INC",45.52
20879,"LSDAF","LASSONDE INDUSTRIES INC-CL A",245.48
20904,"HOLX","HOLOGIC INC",45.38
20913,"BHBK","BLUE HILLS BANCORP INC",17.9
20930,"ICE.","CANLAN ICE SPORTS CORP",3.75
20943,"SAGE","SAGE THERAPEUTICS INC",79.64
20944,"SHLX","SHELL MIDSTREAM PARTNERS LP",30.3
20945,"IRMD","IRADIMED CORP",8.6
20960,"CNNE","CANNAE HOLDINGS INC",15.8
20961,"PDVW","PDVWIRELESS INC",23.3
20989,"PRF.UN","PINEBRIDGE INVT GRD PFD SEC",23.56
21002,"CYBR","CYBERARK SOFTWARE LTD",49.95
21008,"IMDZ","IMMUNE DESIGN CORP",9.75
21012,"ATRA","ATARA BIOTHERAPEUTICS INC",14
21015,"OCUL","OCULAR THERAPEUTIX INC",9.27
21016,"LOXO","LOXO ONCOLOGY INC",80.19
21019,"OMAM","OM ASSET MANAGEMENT PLC",14.86
21020,"ADVM","ADVERUM BIOTECHNOLOGIES",2.5
21042,"AKTS","AKOUSTIS TECHNOLOGIES INC",8.74
21047,"DPLO","DIPLOMAT PHARMACY INC",14.8
21048,"HMLP","HOEGH LNG PARTNERS LP",19.15
21073,"MORE","MONOGRAM RESIDENTIAL TRUST",9.71
21079,"SNC","STATE NATIONAL COS INC",18.38
21111,"SBCP","SUNSHINE BANCORP INC",21.31
21118,"AXDX","ACCELERATE DIAGNOSTICS INC",27.35
21124,"LOCO","EL POLLO LOCO HOLDINGS INC",13.85
21145,"OTIC","OTONOMY INC",18.85
21150,"AST","ASTERIAS BIOTHERAPEUTICS INC",3.55
21165,"ICD","INDEPENDENCE CONTRACT DRLLNG",3.89
21227,"LBRDK","LIBERTY BROADBAND CORP",86.75
21326,"GNBC","GREEN BANCORP INC",19.4
21352,"HYH","HALYARD HEALTH INC",39.28
21378,"AXAR","AXAR ACQUISITION CORP",9.85
21429,"GVA","GRANITE CONSTRUCTION INC",48.24
21440,"LSTR","LANDSTAR SYSTEM INC",85.6
21452,"FWP","FORWARD PHARMA A/S  -ADR",20.33
21503,"KMPR","KEMPER CORP/DE",38.6
21506,"AMNF","ARMANINO FOODS DISTINCTION",2.18
21521,"3CZFS","CITIZENS FINANCIAL SVCS INC",53.99
21522,"FOMX","FOAMIX PHARMACEUTICALS LTD",4.64
21524,"PRQR","PROQR THERAPEUTICS NV",5.2
21525,"CMTV","COMMUNITY BANCORP INC/VT",17.8
21542,"AAON","AAON INC",36.85
21547,"MDLY","MEDLEY MANAGEMENT INC",6.5
21593,"CIVB","CIVISTA BANCSHARES INC",20.88
21604,"PGRE","PARAMOUNT GROUP INC",16
21616,"GWB","GREAT WESTERN BANCORP INC",40.81
21617,"DERM","DERMIRA INC",29.14
21627,"CALA","CALITHERA BIOSCIENCES INC",14.85
21652,"CNXM","CNX MIDSTREAM PARTNERS LP",18.95
21696,"FSAM","FIFTH STREET ASSET MGMT INC",4.85
21739,"PRAH","PRA HEALTH SCIENCES INC",75.01
21743,"NVEC","NVE CORP",77
21752,"RCBC","RIVER CITY BANK/CA",159
21761,"CDK","CDK GLOBAL INC",62.06
21777,"MMSI","MERIT MEDICAL SYSTEMS INC",38.15
21798,"FRPT","FRESHPET INC",16.6
21808,"ERI","ELDORADO RESORTS INC",20
21818,"NDRM","NEURODERM LTD",29.9
21825,"CFG","CITIZENS FINANCIAL GROUP INC",35.68
21841,"CHRS","COHERUS BIOSCIENCES INC",14.35
21847,"HUBS","HUBSPOT INC",65.75
21864,"GIB","CGI GROUP INC  -CL A",66.26
21894,"MTRAF","METRO INC",42.68
21898,"BOOT","BOOT BARN HOLDINGS INC",7.08
21901,"FGEN","FIBROGEN INC",32.3
21904,"PANL","PANGAEA LOGISTICS SOLUTIONS",2.78
21916,"NVRO","NEVRO CORP",74.43
21918,"DM","DOMINION ENRG MIDSTRM PRT LP",28.85
21944,"HRMN","HARMONY MERGER CORP",10.3314
21946,"NAP","NAVIOS MARITIME MIDSTR PN LP",9.36
21965,"CCRC","CHINA CUSTOMER RELATNS  CTRS",14.28
21983,"HABT","HABIT RESTAURANTS INC (THE)",15.8
21990,"MELR","MELROSE BANCORP INC",17.9
22025,"SNR","NEW SENIOR INVESTMENT GROUP",10.05
22037,"SIEN","SIENTRA INC",9.72
22047,"GRBK","GREEN BRICK PARTNERS INC",11.45
22049,"DIIBF","DOREL INDUSTRIES INC",25.79
22053,"MCF","CONTANGO OIL & GAS CO",6.64
22082,"JYNT","JOINT CORP (THE)",3.8
22086,"IBOC","INTL BANCSHARES CORP",35.05
22111,"EHIC","EHI CAR SERVICES LTD -ADR",9.98
22119,"AINC","ASHFORD INC",50.98
22124,"LMRK","LANDMARK INFRAST PRTNS LP",16
22134,"AXTA","AXALTA COATING SYSTEMS LTD",32.04
22144,"MICR","MICRON SOLUTIONS INC",3.9
22159,"RMP","RICE MIDSTREAM PARTNERS LP",19.94
22164,"MOMO","MOMO INC  -ADR",36.96
22165,"ONDK","ON DECK CAPITAL INC",4.66
22178,"HDP","HORTONWORKS INC",12.88
22182,"NEWR","NEW RELIC INC",43.01
22201,"ICBK","COUNTY BANCORP INC",24
22225,"OACQ","ORIGO ACQUISITION CORP",10.2
22230,"JUNO","JUNO THERAPEUTICS INC",29.89
22258,"BLCM","BELLICUM PHARMACEUTICALS INC",11.68
22260,"HCA","HCA HEALTHCARE INC",87.2
22266,"AAAP","ADVANCED ACCELERATR APP -ADR",39.04
22267,"CYFL","CENTURY FINANCIAL CORP",21.25
22343,"KLXI","KLX INC",47.3
22447,"PARR","PAR PACIFIC HOLDINGS INC",18.04
22543,"GTIM","GOOD TIMES RESTAURANTS INC",3.55
22604,"ASND","ASCENDIS PHARMA AS -ADR",27.76
22629,"HIFR","INFRAREIT INC",19.15
22632,"LCI","LANNETT CO INC",20.4
22667,"ENTL","ENTELLUS MEDICAL INC",16.56
22671,"ESTE","EARTHSTONE ENERGY INC",10.01
22672,"SHAK","SHAKE SHACK INC",34.88
22673,"FLKS","FLEX PHARMA INC",3.85
22674,"DEA","EASTERLY GOVERNMENT PPTYS",20.95
22675,"HLG","HAILIANG EDUCATION GRP -ADR",8.88
22708,"INOV","INOVALON HOLDINGS INC",13.15
22709,"ONCE","SPARK THERAPEUTICS INC",59.74
22713,"HTGM","HTG MOLECULAR DIAGNOSTICS",2.66
22731,"PATI","PATRIOT TRANSPORTATION HLDG",17.87
22741,"CC","CHEMOURS CO",37.92
22783,"KEN","KENON HOLDINGS LTD",13.5
22789,"SIAF","SINO AGRO FOOD INC",2.1
22797,"MOC","COMMAND SECURITY CORP",3.2
22853,"AJX","GREAT AJAX CORP",13.98
22861,"CKX","CKX LANDS INC",11.5
22864,"JMU","JMU LTD -ADR",2.2
22865,"CGWB","CHINA GEWANG BIOTECH INC",6.03
22867,"NVTA","INVITAE CORP",9.56
22878,"QPAC","QUINPARIO ACQUISITION CORP 2",9.92
22962,"RSRV","RESERVE PETROLEUM CO",220
22970,"FCRGF","FIRST CAPITAL REALTY INC",19.76
22975,"FNWB","FIRST NORTHWEST BANCRP",15.77
22982,"BHAC","BARINGTON/HILCO ACQ CORP",10.3102
22985,"FFXDF","FAIRFAX INDIA HLDGS CORP",15.9995
23027,"EXPO","EXPONENT INC",58.3
23060,"BHWB","BLACKHAWK BANCORP INC",24.25
23071,"GDDY","GODADDY INC",42.42
23072,"EQGP","EQT GP HOLDINGS LP",30.15
23083,"ENR","ENERGIZER HOLDINGS INC",48.02
23084,"BHE","BENCHMARK ELECTRONICS INC",32.3
23086,"NXRT","NEXPOINT RESIDENTIAL TR INC",24.89
23111,"MSFG","MAINSOURCE FINL GROUP INC",33.51
23119,"SEDG","SOLAREDGE TECHNOLOGIES INC",20
23147,"NSA","NATIONAL STORAGE AFFILIATES",23.11
23150,"JCAP","JERNIGAN CAPITAL INC",22
23167,"BLBD","BLUE BIRD CORP",17
23175,"AAPCF","ATLANTIC ALLIANCE PARTNERSHP",10.3999
23195,"MTRX","MATRIX SERVICE CO",9.35
